,Top 2 Features,Top 4 Features,Top 6 Features,Top 8 Features,Top 9 Features,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
0,0.8688975901335452,0.8934792368125702,0.8866167290886391,0.8888139825218477,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
1,0.8688975901335452,0.8934792368125702,0.8843695380774033,0.8888139825218477,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
2,0.8688975901335452,0.8934792368125702,0.8866167290886391,0.8865667915106117,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
3,0.8688975901335452,0.8934792368125702,0.8843695380774033,0.8865667915106117,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
4,0.8688975901335452,0.8934792368125702,0.8866167290886391,0.8865667915106117,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
5,0.8688975901335452,0.8934792368125702,0.8843695380774033,0.8888139825218477,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
6,0.8688975901335452,0.8934792368125702,0.8866167290886391,0.8888139825218477,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
7,0.8688975901335452,0.8934792368125702,0.8843695380774033,0.8865667915106117,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
8,0.8688975901335452,0.8934792368125702,0.8843695380774033,0.8888139825218477,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
9,0.8688975901335452,0.8934792368125702,0.8866167290886391,0.8888139825218477,0.8933333333333333,0.7551440119043116,0.7587382564723388,0.6653841788673249,0.6770514130064692,0.6973017314215816,0.6289745772330042,0.526474860969243,0.5459664686818245,0.4376941071135828
